2,6,0.948,8,1.9578449
3,5,0.934,9,1.9186198
4,4,0.913,10,1.8540629
5,3,0.882,10,1.7509326
6,2,0.818,23,1.5981816
7,1,0.74,10,1.4101572
#
2,14,0.979,14,2.936736
3,13,0.949,13,2.8778436
4,12,0.956,22,2.7808988
5,11,0.915,12,2.6258748
6,10,0.87,12,2.3952782
7,9,0.739,12,2.0999007
8,8,0.679,13,1.8004098
9,7,0.661,13,1.5881824
10,6,0.713,11,1.4887275
11,5,0.927,13,1.4563056
12,4,1.318,14,1.4275202
13,3,2.257,14,1.3807253
14,2,3.724,13,1.3149433
15,1,7.587,14,1.5006843
#
2,22,0.991,17,3.9156482
3,21,0.98,16,3.8371248
4,20,0.931,16,3.707865
5,19,0.889,22,3.5011666
6,18,0.824,16,3.1937044
7,17,0.748,16,2.7998676
8,16,0.674,15,2.4005463
9,15,0.681,24,2.117566
11,13,0.944,15,1.9416053
12,12,1.357,15,1.9030162
13,11,2.054,13,1.8399452
14,10,3.71,14,1.7488785
15,9,5.998,15,1.6351858
16,8,10.641,15,1.5195644
17,7,17.143,15,1.4351395
18,6,25.713,15,1.4031296
19,5,28.74,14,1.4004081
20,4,28.48,14,1.4006376
&False&True
