2,6,2,16,1.9578449
3,5,2,12,1.9186198
4,4,2,11,1.8540629
5,3,2,12,1.7509326
6,2,1,12,1.5981816
7,1,1,14,1.4101572
#
4,12,2,17,2.7808988
5,11,2,18,2.6258748
6,10,1,15,2.3952782
7,9,1,16,2.0999007
8,8,1,18,1.8004098
9,7,1,39,1.5881824
10,6,1,18,1.4887275
11,5,1,19,1.4563056
12,4,2,17,1.4275202
#
2,22,2,31,3.9156482
3,21,2,21,3.8371248
4,20,2,20,3.707865
5,19,1,33,3.5011666
6,18,1,24,3.1937044
7,17,1,19,2.7998676
8,16,1,24,2.4005463
9,15,1,23,2.117566
11,13,1,22,1.9416053
12,12,2,31,1.9030162
13,11,3,23,1.8399452
14,10,5,18,1.7488785
15,9,7,19,1.6351858
16,8,12,21,1.5195644
17,7,19,35,1.4351395
18,6,36,24,1.4031296
19,5,34,31,1.4004081
20,4,33,20,1.4006376

&False
