2,6,4,0,1.798995
3,5,4,0,1.3768845
4,4,5,0,1.0552764
5,3,3,0,0.7839196
6,2,4,0,0.74371856
7,1,5,0,1.0854272
#
2,14,5,0,2.6984925
3,13,5,0,2.0653267
4,12,4,0,1.5829146
5,11,5,0,1.1155779
6,10,5,0,0.9045226
7,9,4,0,0.5427136
8,8,4,0,0.5427136
9,7,3,0,0.5427136
10,6,5,0,0.5427136
11,5,3,0,0.5728643
12,4,4,0,0.63316584
13,3,4,0,0.75376886
14,2,4,0,0.99497485
15,1,4,0,1.6281407
#
2,22,28,0,3.59799
3,21,17,0,2.753769
4,20,6,0,2.1105528
5,19,5,0,1.4874371
6,18,4,0,1.2060301
7,17,4,1,0.7236181
8,16,4,0,0.7236181
9,15,4,0,0.7236181
11,13,4,0,0.7236181
12,12,4,0,0.7236181
13,11,4,0,0.7236181
14,10,3,0,0.7236181
15,9,3,0,0.7236181
16,8,3,0,0.7236181
17,7,4,0,0.7236181
18,6,4,0,0.7236181
19,5,4,0,0.7638191
20,4,5,0,0.8442211

